Case #,Task Description,Code Solution,Score
794,"Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.","
import re
def text_starta_endb(text):
    patterns = r'a.*b$'
    if re.search(patterns, text):
        return 'Found a match!'
    else:
        return 'Not matched!'
",100.0
795,Write a function to find the n - cheap price items from a given dataset using heap queue algorithm.,"
import heapq

def cheap_items(items, n):
    cheap_items = heapq.nsmallest(n, items, key=lambda s: s['price'])
    return cheap_items
",100.0
801,Write a python function to count the number of equal numbers from three given integers.,"
def test_three_equal(x, y, z):
    result = set([x, y, z])
    if len(result) == 3:
        return 0
    else:
        return 4 - len(result)
",100.0
802,Write a python function to count the number of rotations required to generate a sorted array.,"
def count_Rotation(arr, n):
    for i in range(1, n):
        if arr[i] < arr[i - 1]:
            return i
    return 0

assert count_Rotation([3, 2, 1], 3) == 1
assert count_Rotation([4, 5, 1, 2, 3], 5) == 2
assert count_Rotation([7, 8, 9, 1, 2, 3], 6) == 3
",100.0
803,Write a python function to check whether the given number is a perfect square or not.,"
def is_Perfect_Square(n):
    i = 1
    while i * i <= n:
        if n / i == i:
            return True
        i += 1
    return False
",100.0
804,Write a python function to check whether the product of numbers is even or not.,"
def is_Product_Even(arr, n):
    for i in range(n):
        if arr[i] % 2 == 0:
            return True
    return False
",100.0
805,Write a function to find the list in a list of lists whose sum of elements is the highest.,"
def max_sum_list(lists):
    return max(lists, key=sum)
",100.0
806,Write a function to find maximum run of uppercase characters in the given string.,"
def max_run_uppercase(test_str):
    cnt = 0
    res = 0
    for idx in range(len(test_str)):
        if test_str[idx].isupper():
            cnt += 1
            res = max(res, cnt)
        else:
            cnt = 0
    return res
",100.0
807,Write a python function to find the first odd number in a given list of numbers.,"
def first_odd(nums):
    first_odd = next((el for el in nums if el % 2 != 0), -1)
    return first_odd
",100.0
808,Write a function to check if the given tuples contain the k or not.,"
def check_K(test_tup, K):
    return K in test_tup
",100.0
809,Write a function to check if each element of second tuple is smaller than its corresponding index in first tuple.,"
def check_smaller(test_tup1, test_tup2):
  res = all(x > y for x, y in zip(test_tup1, test_tup2))
  return res
",100.0
810,Write a function to iterate over elements repeating each as many times as its count.,"
from collections import Counter

def count_variable(a, b, c, d):
    count = Counter(p=a, q=b, r=c, s=d)
    return [k for k, v in count.items() for _ in range(v) if v > 0]
",100.0
811,Write a function to check if two lists of tuples are identical or not.,"
def check_identical(test_list1, test_list2):
    res = test_list1 == test_list2
    return res
",100.0
812,Write a function to abbreviate 'road' as 'rd.' in a given string.,"
import re
def road_rd(street):
    return re.sub(r'\bRoad\b', 'Rd.', street)
",100.0
816,Write a function to clear the values of the given tuples.,"
def clear_tuple(test_tup):
    return ()
",100.0
817,Write a function to find numbers divisible by m or n from a list of numbers using lambda function.,"
def div_of_nums(nums, m, n):
    result = list(filter(lambda x: (x % m == 0 or x % n == 0), nums))
    return result
",100.0
818,Write a python function to count lower case letters in a given string.,"
def lower_ctr(s):
    lower_ctr = 0
    for char in s:
        if 'a' <= char <= 'z':
            lower_ctr += 1
    return lower_ctr
",100.0
820,Write a function to check whether the given month number contains 28 days or not.,"
def check_monthnum_number(monthnum1):
  return monthnum1 == 2
",100.0
821,Write a function to merge two dictionaries into a single expression.,"
import collections as ct

def merge_dictionaries(dict1, dict2):
    merged_dict = dict(ct.ChainMap(dict2, dict1))
    return merged_dict
",100.0
822,Write a function to return true if the password is valid.,"
import re

def pass_validity(p):
    if (6 <= len(p) <= 12 and
        re.search(""[a-z]"", p) and
        re.search(""[0-9]"", p) and
        re.search(""[A-Z]"", p) and
        re.search(""[$#@]"", p) and
        not re.search(""\s"", p)):
        return True
    else:
        return False
",100.0
833,Write a function to get dictionary keys as a list.,"
def get_key(d):
    return list(d.keys())
",100.0
886,Write a function to add all the numbers in a list and divide it with the length of the list.,"
def sum_num(numbers):
    total = 0
    for x in numbers:
        total += x
    return total / len(numbers)
",100.0
824,Write a python function to remove even numbers from a given list.,"
def remove_even(l):
    return [i for i in l if i % 2 != 0]
",100.0
825,Write a python function to access multiple elements of specified index from a given list.,"
def access_elements(nums, list_index):
    result = [nums[i] for i in list_index]
    return result
",100.0
826,Write a python function to find the type of triangle from the given sides.,"
def check_Type_Of_Triangle(a, b, c):
    sides = [a, b, c]
    sides.sort()
    sqa = sides[0]**2
    sqb = sides[1]**2
    sqc = sides[2]**2

    if sqa + sqb == sqc:
        return ""Right-angled Triangle""
    elif sqa + sqb < sqc:
        return ""Obtuse-angled Triangle""
    else:
        return ""Acute-angled Triangle""
",100.0
827,Write a function to sum a specific column of a list in a given list of lists.,"
def sum_column(list1, C):
    result = sum(row[C] for row in list1)
    return result
",100.0
828,"Write a function to count alphabets,digits and special charactes in a given string.","
def count_alpha_dig_spl(string):
    alphabets = digits = special = 0
    for char in string:
        if char.isalpha():
            alphabets += 1
        elif char.isdigit():
            digits += 1
        else:
            special += 1
    return (alphabets, digits, special)
",100.0
829,Write a function to find out the second most repeated (or frequent) string in the given sequence.,"
from collections import Counter

def second_frequent(input): 
    dict = Counter(input) 
    value = sorted(dict.values(), reverse=True)  
    if len(value) < 2:  # Handle cases where there's no second frequent element
        return None
    second_large = value[1] 
    for (key, val) in dict.items(): 
        if val == second_large: 
            return key
",100.0
830,Write a function to round up a number to specific digits.,"
import math

def round_up(a, digits):
    n = 10**-digits
    return round(math.ceil(a / n) * n, digits)
",100.0
831,Write a python function to count equal element pairs from the given array.,"
def count_Pairs(arr, n):
    cnt = 0
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] == arr[j]:
                cnt += 1
    return cnt
",100.0
832,Write a function to extract the maximum numeric value from a string by using regex.,"
import re
def extract_max(input): 
    numbers = re.findall('\d+', input) 
    numbers = map(int, numbers) 
    return max(numbers)
",100.0
887,Write a python function to check whether the given number is odd or not using bitwise operator.,"
def is_odd(n):
    return bool(n & 1)
",100.0
835,Write a python function to find the slope of a line.,"
def slope(x1, y1, x2, y2):
    return (float)(y2 - y1) / (x2 - x1)

assert slope(4, 2, 2, 5) == -1.5
assert slope(2, 4, 4, 6) == 1
assert slope(1, 2, 4, 2) == 0
",100.0
836,Write a function to find length of the subarray having maximum sum.,"
from sys import maxsize 

def max_sub_array_sum(a, size):
    max_so_far = -maxsize - 1
    max_ending_here = 0
    start = 0
    end = 0
    s = 0

    for i in range(0, size):
        max_ending_here += a[i]

        if max_so_far < max_ending_here:
            max_so_far = max_ending_here
            start = s
            end = i

        if max_ending_here < 0:
            max_ending_here = 0
            s = i + 1

    return (end - start + 1)
",100.0
837,Write a python function to find the cube sum of first n odd natural numbers.,"
def cube_Sum(n):
    sum = 0
    for i in range(n):
        sum += (2*i+1)**3
    return sum
",100.0
838,Write a python function to find minimum number swaps required to make two binary strings equal.,"
def min_Swaps(s1, s2):
    c0 = 0
    c1 = 0
    for i in range(len(s1)):
        if s1[i] == '0' and s2[i] == '1':
            c0 += 1
        elif s1[i] == '1' and s2[i] == '0':
            c1 += 1
    result = c0 // 2 + c1 // 2
    if c0 % 2 == 0 and c1 % 2 == 0:
        return result
    elif (c0 + c1) % 2 == 0:
        return result + 2
    else:
        return -1
",100.0
839,Write a function to sort the tuples alphabetically by the first item of each tuple.,"
def sort_tuple(tup):
    return sorted(tup, key=lambda x: x[0])
",100.0
840,Write a python function to check whether the roots of a quadratic equation are numerically equal but opposite in sign or not.,"
def Check_Solution(a, b, c):
    if b == 0 and a != 0:
        return ""Yes""
    return ""No""
",100.0
841,Write a function to count the number of inversions in the given array.,"
def get_inv_count(arr, n):
    inv_count = 0
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] > arr[j]:
                inv_count += 1
    return inv_count
",100.0
842,Write a function to find the number which occurs for odd number of times in the given array.,"
def get_odd_occurence(arr, arr_size):
    result = 0
    for i in range(0, arr_size):
        result ^= arr[i]
    return result
",100.0
847,Write a python function to copy a list from a singleton tuple.,"
def lcopy(xs):
    return xs[:]
",100.0
844,Write a python function to find the kth element in an array containing odd elements first and then even elements.,"
def get_Number(n, k):
    arr = [0] * n
    i = 0
    odd = 1
    while i < (n + 1) // 2:  # Only fill the first half with odd numbers
        arr[i] = odd
        i += 1
        odd += 2
    even = 2
    while i < n:  # Fill the remaining with even numbers
        arr[i] = even
        i += 1
        even += 2
    return arr[k - 1]

# Test cases
assert get_Number(8,5) == 2
assert get_Number(7,2) == 3
assert get_Number(5,2) == 3
",100.0
845,Write a python function to count the number of digits in factorial of a given number.,"
import math
def find_Digits(n): 
    if n < 0: 
        return 0
    if n <= 1: 
        return 1 
    x = (n * math.log10(n / math.e) + math.log10(2 * math.pi * n) / 2.0)
    return math.floor(x) + 1
",100.0
848,Write a function to find the area of a trapezium.,"
def area_trapezium(base1, base2, height):
    area = 0.5 * (base1 + base2) * height
    return area
",100.0
849,Write a python function to find sum of all prime divisors of a given number.,"
def Sum(N):
    SumOfPrimeDivisors = [0] * (N + 1)
    for i in range(2, N + 1):
        if SumOfPrimeDivisors[i] == 0:
            for j in range(i, N + 1, i):
                SumOfPrimeDivisors[j] += i
    prime_divisors_sum = 0
    for i in range(2, N + 1):
        if N % i == 0 and SumOfPrimeDivisors[i] == i:
            prime_divisors_sum += i
    return prime_divisors_sum
",100.0
